Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Downsview West,43.7390146,-79.5069436,Price Chopper,43.73990841084056,-79.51226143309357,Grocery Store
Downsview West,43.7390146,-79.5069436,Gecko Hospitality,43.74266963059613,-79.50395822525024,Hotel
Downsview Central,43.7284964,-79.49569740000001,Roding Park,43.728655041194294,-79.49291760986993,Baseball Field
Downsview Central,43.7284964,-79.49569740000001,Blue Sail Energy Solutions,43.7314450238841,-79.49378728866577,Business Service
Downsview Central,43.7284964,-79.49569740000001,Sean's Twisted,43.72443632963932,-79.49385166168213,Korean Restaurant
Downsview Central,43.7284964,-79.49569740000001,Yummy Dogs,43.72651174068901,-79.50127950136176,Food Truck
Downsview Northwest,43.7616313,-79.52099940000001,No Frills,43.758178,-79.51968,Grocery Store
Downsview Northwest,43.7616313,-79.52099940000001,LCBO,43.759256617873106,-79.51945388294175,Liquor Store
Downsview Northwest,43.7616313,-79.52099940000001,Dollarama,43.758177,-79.519679,Discount Store
Downsview Northwest,43.7616313,-79.52099940000001,Driftwood community centre,43.76567959563023,-79.51970643195256,Athletics & Sports
Downsview Northwest,43.7616313,-79.52099940000001,Planet Fitness,43.757538,-79.51961,Gym / Fitness Center
Downsview Northwest,43.7616313,-79.52099940000001,Planet Fitness,43.757313,-79.519962,Gym
Victoria Village,43.725882299999995,-79.31557159999998,Victoria Village Arena,43.72348055545508,-79.31563520925143,Hockey Arena
Victoria Village,43.725882299999995,-79.31557159999998,Tim Hortons,43.725516631714754,-79.31310251366091,Coffee Shop
Victoria Village,43.725882299999995,-79.31557159999998,Portugril,43.72581876267242,-79.31278541470671,Portuguese Restaurant
Victoria Village,43.725882299999995,-79.31557159999998,The Frig,43.72705130603407,-79.31741760908679,French Restaurant
Victoria Village,43.725882299999995,-79.31557159999998,Eglinton Ave E & Sloane Ave/Bermondsey Rd,43.726086,-79.31362,Intersection
Victoria Village,43.725882299999995,-79.31557159999998,Pizza Nova,43.725823726352196,-79.31286041792907,Pizza Place
"Woodbine Gardens,Parkview Hill",43.7063972,-79.309937,Jawny Bakers,43.705782646822,-79.31291304477831,Gastropub
"Woodbine Gardens,Parkview Hill",43.7063972,-79.309937,East York Gymnastics,43.710654,-79.309279,Gym / Fitness Center
"Woodbine Gardens,Parkview Hill",43.7063972,-79.309937,Shoppers Drug Mart,43.705933,-79.312825,Pharmacy
"Woodbine Gardens,Parkview Hill",43.7063972,-79.309937,TD Canada Trust,43.705739883755946,-79.31227013468737,Bank
"Woodbine Gardens,Parkview Hill",43.7063972,-79.309937,Pizza Pizza,43.70515901620182,-79.31312955571528,Pizza Place
"Woodbine Gardens,Parkview Hill",43.7063972,-79.309937,Harvey's,43.71072995920288,-79.30883762217763,Fast Food Restaurant
"Woodbine Gardens,Parkview Hill",43.7063972,-79.309937,East York Animal Clinic,43.70592051370348,-79.3121958344716,Pet Store
"Woodbine Gardens,Parkview Hill",43.7063972,-79.309937,St. Clair Ave E & O'Connor Dr,43.70523283448301,-79.31327432821826,Intersection
"Woodbine Gardens,Parkview Hill",43.7063972,-79.309937,Venice Pizza,43.70592051370348,-79.31395663414658,Pizza Place
"Woodbine Gardens,Parkview Hill",43.7063972,-79.309937,Harvey's,43.70813627814792,-79.3141045886623,Fast Food Restaurant
"Woodbine Gardens,Parkview Hill",43.7063972,-79.309937,TKTO - Toronto Knife Throwing Organization,43.7099660731501,-79.31341111891099,Athletics & Sports
Woodbine Heights,43.695343900000005,-79.3183887,East York Memorial Arena,43.69722441688202,-79.31539709142582,Skating Rink
Woodbine Heights,43.695343900000005,-79.3183887,East York Curling Club,43.69682672948465,-79.31365836861947,Curling Ice
Woodbine Heights,43.695343900000005,-79.3183887,The Beer Store,43.6937312,-79.3167591,Beer Store
Woodbine Heights,43.695343900000005,-79.3183887,Shoppers Drug Mart,43.699244,-79.318939,Pharmacy
Woodbine Heights,43.695343900000005,-79.3183887,Beauty Boutique by Shoppers Drug Mart,43.699232,-79.319319,Cosmetics Shop
Woodbine Heights,43.695343900000005,-79.3183887,East York Skating Club,43.6973057668991,-79.31537625461134,Skating Rink
Woodbine Heights,43.695343900000005,-79.3183887,Stan Wadlow Park,43.697835820584395,-79.31430328766514,Park
Woodbine Heights,43.695343900000005,-79.3183887,Thai Wok,43.692789,-79.315951,Asian Restaurant
Woodbine Heights,43.695343900000005,-79.3183887,New Star Video,43.692565,-79.315937,Video Store
The Beaches,43.67635739999999,-79.2930312,Glen Manor Ravine,43.67682094413784,-79.29394208780985,Trail
The Beaches,43.67635739999999,-79.2930312,The Big Carrot Natural Food Market,43.678879,-79.297734,Health Food Store
The Beaches,43.67635739999999,-79.2930312,Grover Pub and Grub,43.679181434941015,-79.29721535878515,Pub
The Beaches,43.67635739999999,-79.2930312,Glen Stewart Ravine,43.67629984029563,-79.2947841389563,Other Great Outdoors
The Beaches,43.67635739999999,-79.2930312,Upper Beaches,43.68056321147582,-79.2928688743688,Neighborhood
Leaside,43.7090604,-79.3634517,Local Leaside,43.71001166793114,-79.36351433524794,Sports Bar
Leaside,43.7090604,-79.3634517,LCBO,43.710571304463954,-79.36028703241085,Liquor Store
Leaside,43.7090604,-79.3634517,Olde Yorke Fish & Chips,43.706141306111306,-79.3618288170822,Fish & Chips Shop
Leaside,43.7090604,-79.3634517,Rack Attack,43.70693351467496,-79.36226108591485,Sporting Goods Shop
Leaside,43.7090604,-79.3634517,CrossFit Toronto,43.7080995557005,-79.35905992984772,Gym
Leaside,43.7090604,-79.3634517,The Leaside Pub,43.710428911854564,-79.36354706165021,Restaurant
Leaside,43.7090604,-79.3634517,Enduro Sport,43.70605947915959,-79.36183454315712,Bike Shop
Leaside,43.7090604,-79.3634517,Longo's,43.70643262604979,-79.35975310254634,Supermarket
Leaside,43.7090604,-79.3634517,Bulk Barn,43.70611573147322,-79.36054145695127,Grocery Store
Leaside,43.7090604,-79.3634517,Aroma Espresso Bar,43.70561065613986,-79.36077468518098,Coffee Shop
Leaside,43.7090604,-79.3634517,PetSmart,43.7126819,-79.3626365,Pet Store
Leaside,43.7090604,-79.3634517,Booster Juice,43.70617277,-79.36065194,Smoothie Shop
Leaside,43.7090604,-79.3634517,South St. Burger,43.71051026319384,-79.36158441272885,Burger Joint
Leaside,43.7090604,-79.3634517,Kintako Japanese Restaurant,43.71159659251094,-79.36396207124376,Sushi Restaurant
Leaside,43.7090604,-79.3634517,Five Guys,43.70563811973093,-79.36121130859895,Burger Joint
Leaside,43.7090604,-79.3634517,Winners,43.7094205909056,-79.36093211174,Clothing Store
Leaside,43.7090604,-79.3634517,Subway,43.710410108561625,-79.36185814836224,Sandwich Place
Leaside,43.7090604,-79.3634517,Leaside Village,43.70568229146645,-79.36077693042236,Shopping Mall
Leaside,43.7090604,-79.3634517,Golf Town,43.70940869587626,-79.3623167837894,Sporting Goods Shop
Leaside,43.7090604,-79.3634517,Cupcakes,43.70602656677556,-79.36086417950665,Dessert Shop
Leaside,43.7090604,-79.3634517,TD Canada Trust Branch and ATM,43.711620471105384,-79.36354860663414,Bank
Leaside,43.7090604,-79.3634517,Starbucks,43.706564,-79.359591,Coffee Shop
Leaside,43.7090604,-79.3634517,Tim Hortons,43.70562930215073,-79.36102831503376,Coffee Shop
Leaside,43.7090604,-79.3634517,Sunset Grill,43.71008051140994,-79.36252937590784,Breakfast Spot
Leaside,43.7090604,-79.3634517,Amsterdam Barrel House,43.70602053200777,-79.36132913641597,Brewery
Leaside,43.7090604,-79.3634517,Sport Chek,43.70985360457569,-79.36045518457757,Sporting Goods Shop
Leaside,43.7090604,-79.3634517,Pier 1 Imports,43.7133394919619,-79.3643121421883,Furniture / Home Store
Leaside,43.7090604,-79.3634517,Linen Chest,43.70693984029428,-79.35987973289845,Furniture / Home Store
Leaside,43.7090604,-79.3634517,Mucho Burrito Fresh Mexican Grill,43.706746,-79.361707,Mexican Restaurant
Leaside,43.7090604,-79.3634517,Best Buy,43.709255121223215,-79.36168044805527,Electronics Store
Thorncliffe Park,43.7053689,-79.34937190000001,Costco,43.70705091308799,-79.3480933503406,Warehouse Store
Thorncliffe Park,43.7053689,-79.34937190000001,Iqbal Kebab & Sweet Centre,43.705923230061344,-79.35152127765924,Indian Restaurant
Thorncliffe Park,43.7053689,-79.34937190000001,Fit4Less,43.705689,-79.346018,Gym
Thorncliffe Park,43.7053689,-79.34937190000001,Bikram Yoga East York,43.70545001006983,-79.35144826217264,Yoga Studio
Thorncliffe Park,43.7053689,-79.34937190000001,Shoppers Drug Mart,43.70581,-79.347044,Pharmacy
Thorncliffe Park,43.7053689,-79.34937190000001,Hero Certified Burgers,43.70551137025456,-79.34706447492002,Burger Joint
Thorncliffe Park,43.7053689,-79.34937190000001,Subway,43.704627625493806,-79.34966067001598,Sandwich Place
Thorncliffe Park,43.7053689,-79.34937190000001,Iqbal foods,43.70575095291481,-79.35205378554073,Grocery Store
Thorncliffe Park,43.7053689,-79.34937190000001,Petro-Canada,43.704058,-79.348094,Gas Station
Thorncliffe Park,43.7053689,-79.34937190000001,Hakka Garden,43.704578351261326,-79.34977027417523,Indian Restaurant
Thorncliffe Park,43.7053689,-79.34937190000001,Tim Hortons,43.7050898,-79.3505453,Coffee Shop
Thorncliffe Park,43.7053689,-79.34937190000001,Pizza Pizza,43.705564293137044,-79.34713894303022,Pizza Place
Thorncliffe Park,43.7053689,-79.34937190000001,A&W Canada,43.706275,-79.34467,Burger Joint
Thorncliffe Park,43.7053689,-79.34937190000001,TD Canada Trust,43.7063562,-79.3456426,Bank
Thorncliffe Park,43.7053689,-79.34937190000001,Food Basics,43.7053872932289,-79.34733754588716,Supermarket
Thorncliffe Park,43.7053689,-79.34937190000001,Dollarama,43.705689,-79.346018,Discount Store
Thorncliffe Park,43.7053689,-79.34937190000001,TTC Bus #100 Flemingdon Park,43.70677140337971,-79.34658765792847,Bus Line
Thorncliffe Park,43.7053689,-79.34937190000001,LCBO,43.706700447882305,-79.34501827004178,Liquor Store
Thorncliffe Park,43.7053689,-79.34937190000001,Leaside park,43.70217669622919,-79.35137675914693,Park
East Toronto,43.685347,-79.3381065,Aldwych Park,43.68490095564762,-79.34109075059628,Park
East Toronto,43.685347,-79.3381065,The Path,43.68392344354094,-79.33500661843325,Park
East Toronto,43.685347,-79.3381065,Sammon Convenience,43.68695102703702,-79.33500661843325,Convenience Store
"The Danforth West,Riverdale",43.6795571,-79.352188,Pantheon,43.67762124481265,-79.35143390043564,Greek Restaurant
"The Danforth West,Riverdale",43.6795571,-79.352188,Dolce Gelato,43.677772998450614,-79.35118737317053,Ice Cream Shop
"The Danforth West,Riverdale",43.6795571,-79.352188,MenEssentials,43.677820068604575,-79.35126543045044,Cosmetics Shop
"The Danforth West,Riverdale",43.6795571,-79.352188,Cafe Fiorentina,43.677743,-79.350115,Italian Restaurant
"The Danforth West,Riverdale",43.6795571,-79.352188,Mezes,43.6779622615441,-79.35019606997218,Greek Restaurant
"The Danforth West,Riverdale",43.6795571,-79.352188,Moksha Yoga Danforth,43.67762174479883,-79.3521159367257,Yoga Studio
"The Danforth West,Riverdale",43.6795571,-79.352188,Louis Cifer Brew Works,43.677662745359996,-79.3513125762371,Brewery
"The Danforth West,Riverdale",43.6795571,-79.352188,La Diperie,43.67753,-79.352295,Ice Cream Shop
"The Danforth West,Riverdale",43.6795571,-79.352188,Messini Authentic Gyros,43.677827494513096,-79.35056873157725,Greek Restaurant
"The Danforth West,Riverdale",43.6795571,-79.352188,Alexandros,43.67830448799868,-79.34948556208978,Greek Restaurant
"The Danforth West,Riverdale",43.6795571,-79.352188,Valley Farm Produce,43.677999294687275,-79.3499690927287,Fruit & Vegetable Store
"The Danforth West,Riverdale",43.6795571,-79.352188,7 Numbers,43.677061774959824,-79.35393428891682,Italian Restaurant
"The Danforth West,Riverdale",43.6795571,-79.352188,The Auld Spot Pub,43.67733505610778,-79.35312964755529,Pub
"The Danforth West,Riverdale",43.6795571,-79.352188,Pizzeria Libretto,43.678488633358,-79.34757579277853,Pizza Place
"The Danforth West,Riverdale",43.6795571,-79.352188,The Big Carrot Organic Juice Bar,43.677438,-79.352683,Juice Bar
"The Danforth West,Riverdale",43.6795571,-79.352188,Rikkochez,43.677267,-79.353274,Restaurant
"The Danforth West,Riverdale",43.6795571,-79.352188,Re: Reading,43.678506570428084,-79.34767758382526,Bookstore
"The Danforth West,Riverdale",43.6795571,-79.352188,Christina's On The Danforth,43.678239784878826,-79.34918494943804,Greek Restaurant
"The Danforth West,Riverdale",43.6795571,-79.352188,Tsaa Tea Shop,43.67776898684133,-79.35130446081268,Bubble Tea Shop
"The Danforth West,Riverdale",43.6795571,-79.352188,Athen's Pastries,43.67816589533113,-79.34892679522846,Greek Restaurant
"The Danforth West,Riverdale",43.6795571,-79.352188,Pan on the Danforth,43.678263168189865,-79.34864777195595,Greek Restaurant
"The Danforth West,Riverdale",43.6795571,-79.352188,Urban Nails,43.676667789021906,-79.35660190332753,Spa
"The Danforth West,Riverdale",43.6795571,-79.352188,Don Valley Trail,43.67633091997674,-79.35392333297455,Trail
"The Danforth West,Riverdale",43.6795571,-79.352188,IQ Living,43.678477,-79.347811,Furniture / Home Store
"The Danforth West,Riverdale",43.6795571,-79.352188,Detroit Eatery,43.67759437002395,-79.35176144372598,Diner
"The Danforth West,Riverdale",43.6795571,-79.352188,Astoria Shish Kebob House,43.677596,-79.351738,Greek Restaurant
"The Danforth West,Riverdale",43.6795571,-79.352188,Bulk Barn,43.67678989740336,-79.35586511284247,Grocery Store
"The Danforth West,Riverdale",43.6795571,-79.352188,Caffé Demetre,43.67768266377745,-79.35160842812537,Dessert Shop
"The Danforth West,Riverdale",43.6795571,-79.352188,Marvel Coffee Co.,43.678629530863844,-79.34746013725268,Coffee Shop
"The Danforth West,Riverdale",43.6795571,-79.352188,Sher-E-Punjab,43.67730788939673,-79.35306551709385,Indian Restaurant
"The Beaches West,India Bazaar",43.6689985,-79.31557159999998,System Fitness,43.667171452103204,-79.31273345707406,Gym
"The Beaches West,India Bazaar",43.6689985,-79.31557159999998,The Burger's Priest,43.66661154298639,-79.31553079617778,Burger Joint
"The Beaches West,India Bazaar",43.6689985,-79.31557159999998,British Style Fish & Chips,43.66872336908457,-79.31713935234417,Fish & Chips Shop
"The Beaches West,India Bazaar",43.6689985,-79.31557159999998,Brett's Ice Cream,43.667222,-79.312831,Ice Cream Shop
"The Beaches West,India Bazaar",43.6689985,-79.31557159999998,O Sushi,43.66668372330836,-79.3166142781831,Sushi Restaurant
"The Beaches West,India Bazaar",43.6689985,-79.31557159999998,Godspeed Brewery,43.67262030152577,-79.31922849103603,Brewery
"The Beaches West,India Bazaar",43.6689985,-79.31557159999998,Woodbine Park,43.66486036311473,-79.31510925292969,Park
"The Beaches West,India Bazaar",43.6689985,-79.31557159999998,LCBO,43.66673150624233,-79.31496605090986,Liquor Store
"The Beaches West,India Bazaar",43.6689985,-79.31557159999998,Casa di Giorgio,43.66664527559903,-79.31520351125722,Italian Restaurant
"The Beaches West,India Bazaar",43.6689985,-79.31557159999998,Pet Valu,43.66697917950893,-79.31466465565389,Pet Store
"The Beaches West,India Bazaar",43.6689985,-79.31557159999998,Burrito Bandidos,43.66644546137557,-79.31644740429473,Burrito Place
"The Beaches West,India Bazaar",43.6689985,-79.31557159999998,The Tulip Steakhouse,43.66634820248808,-79.31685400996346,Steakhouse
"The Beaches West,India Bazaar",43.6689985,-79.31557159999998,Murphy's Law,43.66731906186093,-79.31265587607287,Pub
"The Beaches West,India Bazaar",43.6689985,-79.31557159999998,Alliance Cinemas - The Beach,43.666746976047506,-79.31468500467349,Movie Theater
"The Beaches West,India Bazaar",43.6689985,-79.31557159999998,Harvey's,43.66666258400179,-79.3150811802549,Fast Food Restaurant
"The Beaches West,India Bazaar",43.6689985,-79.31557159999998,Subway,43.666238,-79.317019,Sandwich Place
"The Beaches West,India Bazaar",43.6689985,-79.31557159999998,Pizza Nova,43.66646175849127,-79.31648498219599,Pizza Place
"The Beaches West,India Bazaar",43.6689985,-79.31557159999998,Pizzaiolo,43.66895319839045,-79.31168339331794,Pizza Place
"The Beaches West,India Bazaar",43.6689985,-79.31557159999998,Measurement Park,43.666916002070764,-79.31263053498228,Park
Studio District,43.6595255,-79.340923,Ed's Real Scoop,43.660655832455014,-79.3420187548006,Ice Cream Shop
Studio District,43.6595255,-79.340923,Leslieville Pumps,43.66089221309069,-79.34062599380812,Sandwich Place
Studio District,43.6595255,-79.340923,Queen Books,43.6606506251737,-79.34226723956905,Bookstore
Studio District,43.6595255,-79.340923,Te Aro,43.66137281675049,-79.33857736283377,Coffee Shop
Studio District,43.6595255,-79.340923,Hooked,43.66040731524296,-79.34325721641623,Fish Market
Studio District,43.6595255,-79.340923,The Bone House,43.66089376125636,-79.3410974737743,Pet Store
Studio District,43.6595255,-79.340923,Purple Penguin Cafe,43.660501150739734,-79.34256490845178,Café
Studio District,43.6595255,-79.340923,Brick Street Breads,43.66068453213004,-79.3425013474948,Bakery
Studio District,43.6595255,-79.340923,Leslieville Cheese Market,43.66054639296253,-79.3423024562941,Cheese Shop
Studio District,43.6595255,-79.340923,Leslieville,43.66207024392778,-79.33785619823739,Neighborhood
Studio District,43.6595255,-79.340923,WAYLABAR,43.661234129782564,-79.33959722763221,Gay Bar
Studio District,43.6595255,-79.340923,Baldini,43.661299966369135,-79.33902686943661,Italian Restaurant
Studio District,43.6595255,-79.340923,Reliable Halibut and Chips,43.660874,-79.340938,Seafood Restaurant
Studio District,43.6595255,-79.340923,Mercury Espresso Bar,43.66080615235188,-79.34124064841119,Coffee Shop
Studio District,43.6595255,-79.340923,Starbucks,43.660742,-79.342362,Coffee Shop
Studio District,43.6595255,-79.340923,eastside social,43.661288901982886,-79.33915476536174,Comfort Food Restaurant
Studio District,43.6595255,-79.340923,EAT BKK Thai Kitchen,43.66045,-79.343113,Thai Restaurant
Studio District,43.6595255,-79.340923,Tabule,43.65973096534363,-79.3463408134466,Middle Eastern Restaurant
Studio District,43.6595255,-79.340923,Boxcar Social,43.659722741351565,-79.34687077721378,Café
Studio District,43.6595255,-79.340923,braised,43.660451867292366,-79.34334606916272,American Restaurant
Studio District,43.6595255,-79.340923,Wonder Pens,43.662809067344405,-79.34145159601191,Stationery Store
Studio District,43.6595255,-79.340923,Lil' Baci,43.6605116572649,-79.34315072724176,Italian Restaurant
Studio District,43.6595255,-79.340923,Bonjour Brioche,43.65973440286799,-79.34626614342186,Bakery
Studio District,43.6595255,-79.340923,Chez Nous,43.65964,-79.3469,Wine Bar
Studio District,43.6595255,-79.340923,District 28,43.65517388160507,-79.34059760137761,Coworking Space
Studio District,43.6595255,-79.340923,Sweat & Soda,43.66185374187197,-79.33619591158853,Café
Studio District,43.6595255,-79.340923,Jimmie Simpson Park,43.65922968838468,-79.3450629597167,Park
Studio District,43.6595255,-79.340923,Brooklyn Tavern,43.66193697467491,-79.33593786927155,American Restaurant
Studio District,43.6595255,-79.340923,Delica Kitchen,43.66080581509536,-79.34150197940215,Café
Studio District,43.6595255,-79.340923,Barrio Cerveceria,43.66043013260822,-79.34350897486634,Latin American Restaurant
Lawrence Park,43.7280205,-79.3887901,Lawrence Park Ravine,43.72696303913755,-79.39438246708775,Park
Lawrence Park,43.7280205,-79.3887901,The Photo School – Toronto,43.730429240438326,-79.38876673579216,Photography Studio
Lawrence Park,43.7280205,-79.3887901,Zodiac Swim School,43.72853205765438,-79.3828602612317,Swim School
Lawrence Park,43.7280205,-79.3887901,TTC Bus #162 - Lawrence-Donway,43.72802605799448,-79.38280527753858,Bus Line
Davisville North,43.7127511,-79.3901975,Summerhill Market North,43.71549914910689,-79.39288125988016,Food & Drink Shop
Davisville North,43.7127511,-79.3901975,Sherwood Park,43.71655100307589,-79.38777567141624,Park
Davisville North,43.7127511,-79.3901975,Homeway Restaurant & Brunch,43.71264120397444,-79.39155655199944,Breakfast Spot
Davisville North,43.7127511,-79.3901975,Winners,43.71323606413252,-79.3938728363979,Clothing Store
Davisville North,43.7127511,-79.3901975,Best Western Roehampton Hotel & Suites,43.7088783,-79.3908798,Hotel
Davisville North,43.7127511,-79.3901975,Subway,43.708377580939676,-79.390473242753,Sandwich Place
Davisville North,43.7127511,-79.3901975,Gym,43.71312601210131,-79.39353747528043,Gym
Davisville North,43.7127511,-79.3901975,Ho Su Korean & Japanese Restaurant,43.71000214374543,-79.39385634325662,Asian Restaurant
North Toronto West,43.7153834,-79.40567840000001,C'est Bon,43.71678474928588,-79.40040634837081,Chinese Restaurant
North Toronto West,43.7153834,-79.40567840000001,Barreworks,43.71407030751952,-79.40010911522093,Yoga Studio
North Toronto West,43.7153834,-79.40567840000001,Nailsense,43.71746731916717,-79.40065341489495,Spa
North Toronto West,43.7153834,-79.40567840000001,Uncle Betty's Diner,43.7144524368588,-79.40009057656115,Diner
North Toronto West,43.7153834,-79.40567840000001,Civello Salon,43.71511093497453,-79.40030409940266,Salon / Barbershop
North Toronto West,43.7153834,-79.40567840000001,Starbucks,43.71559,-79.40045,Coffee Shop
North Toronto West,43.7153834,-79.40567840000001,Sushi Shop,43.713861,-79.400093,Restaurant
North Toronto West,43.7153834,-79.40567840000001,lululemon,43.7134783384539,-79.4000817882245,Sporting Goods Shop
North Toronto West,43.7153834,-79.40567840000001,Tio's Urban Mexican,43.71463,-79.4,Mexican Restaurant
North Toronto West,43.7153834,-79.40567840000001,Dufflet Pastries,43.71572948229811,-79.40028336157728,Dessert Shop
North Toronto West,43.7153834,-79.40567840000001,A&W Canada,43.715149,-79.399944,Burger Joint
North Toronto West,43.7153834,-79.40567840000001,Tim Hortons,43.71489400011398,-79.39977586269379,Coffee Shop
North Toronto West,43.7153834,-79.40567840000001,Sporting Life,43.71627717160474,-79.40024796918705,Sporting Goods Shop
North Toronto West,43.7153834,-79.40567840000001,Gap,43.71544977487359,-79.40008916661074,Clothing Store
North Toronto West,43.7153834,-79.40567840000001,Second Cup,43.714583000256965,-79.40011973797179,Café
North Toronto West,43.7153834,-79.40567840000001,St. Clements - Yonge Parkette,43.71206179547874,-79.40425523454469,Park
North Toronto West,43.7153834,-79.40567840000001,Milkcow,43.71590694517564,-79.40012454986572,Ice Cream Shop
North Toronto West,43.7153834,-79.40567840000001,Pet Valu,43.71412602510993,-79.39997509672807,Pet Store
North Toronto West,43.7153834,-79.40567840000001,Degrees Kitchen Store,43.71430705492837,-79.3998816417247,Furniture / Home Store
North Toronto West,43.7153834,-79.40567840000001,Gap,43.714009,-79.399959,Clothing Store
Davisville,43.7043244,-79.3887901,Jules Cafe Patisserie,43.70413799694304,-79.38841260442167,Dessert Shop
Davisville,43.7043244,-79.3887901,Thobors Boulangerie Patisserie Café,43.704513877453266,-79.38861602551758,Café
Davisville,43.7043244,-79.3887901,XO Gelato,43.70517671239303,-79.3887930388649,Dessert Shop
Davisville,43.7043244,-79.3887901,Marigold Indian Bistro,43.702880859375,-79.38800811767578,Indian Restaurant
Davisville,43.7043244,-79.3887901,Viva Napoli,43.70575225315343,-79.38912464296774,Pizza Place
Davisville,43.7043244,-79.3887901,Zee Grill,43.70498511291793,-79.38847622354874,Seafood Restaurant
Davisville,43.7043244,-79.3887901,Starbucks,43.70594,-79.38941,Coffee Shop
Davisville,43.7043244,-79.3887901,June Rowlands Park,43.70051698238234,-79.38918866607341,Park
Davisville,43.7043244,-79.3887901,Sakae Sushi,43.70494407149989,-79.38870408604551,Sushi Restaurant
Davisville,43.7043244,-79.3887901,Florentia Ristorante,43.703594,-79.3879846,Italian Restaurant
Davisville,43.7043244,-79.3887901,Positano,43.704558,-79.38863854,Italian Restaurant
Davisville,43.7043244,-79.3887901,Flaky Tart,43.70653850357435,-79.38961139953942,Dessert Shop
Davisville,43.7043244,-79.3887901,GoodLife Fitness Toronto Mount Pleasant and Davisville,43.700802,-79.386417,Gym
Davisville,43.7043244,-79.3887901,Granite Brewery,43.70799119535042,-79.38994275728216,Brewery
Davisville,43.7043244,-79.3887901,Bread and Butter,43.70158248227423,-79.3873587869354,Sandwich Place
Davisville,43.7043244,-79.3887901,Thai Spicy House,43.7019616162845,-79.3875129672506,Thai Restaurant
Davisville,43.7043244,-79.3887901,Hazel's Diner,43.70210267511542,-79.3876176468172,Diner
Davisville,43.7043244,-79.3887901,Crossfit Metric,43.70747956557104,-79.38985687683696,Gym
Davisville,43.7043244,-79.3887901,Hokkaido Sushi,43.708081718364554,-79.38999467246003,Sushi Restaurant
Davisville,43.7043244,-79.3887901,Mastermind Toys,43.704839243420075,-79.38854629838522,Toy / Game Store
Davisville,43.7043244,-79.3887901,souvlaki express,43.70737794652891,-79.38984793934696,Greek Restaurant
Davisville,43.7043244,-79.3887901,Second Cup,43.704344001380505,-79.38865888961692,Coffee Shop
Davisville,43.7043244,-79.3887901,Shoppers Drug Mart,43.707806,-79.389893,Pharmacy
Davisville,43.7043244,-79.3887901,Apple Tree Farmer's Market,43.70032613903132,-79.38976045544334,Farmers Market
Davisville,43.7043244,-79.3887901,Marcheleo's Gourmet Marketplace,43.70804065392919,-79.39219480282117,Gourmet Shop
Davisville,43.7043244,-79.3887901,Starving Artist,43.701538,-79.38724,Restaurant
Davisville,43.7043244,-79.3887901,Subway,43.70174172309233,-79.38759973282761,Sandwich Place
Davisville,43.7043244,-79.3887901,Meow Cat Cafe,43.702927,-79.38819,Café
Davisville,43.7043244,-79.3887901,Pizza Pizza,43.70613821755869,-79.38929246805056,Pizza Place
Davisville,43.7043244,-79.3887901,Subway,43.708377580939676,-79.390473242753,Sandwich Place
"Moore Park,Summerhill East",43.6895743,-79.38315990000001,Loring-Wyle Parkette,43.690270427217385,-79.3834375880377,Park
"Moore Park,Summerhill East",43.6895743,-79.38315990000001,Ravine,43.69035594864729,-79.38684099383201,Trail
"Moore Park,Summerhill East",43.6895743,-79.38315990000001,Moore Park Tennis Club,43.693289308734215,-79.38289953522846,Tennis Court
"Moore Park,Summerhill East",43.6895743,-79.38315990000001,Moorevale Park,43.693609879336925,-79.38346507970056,Playground
"Deer Park,Forest Hill SE,Rathnelly,South Hill,Summerhill West",43.68641229999999,-79.4000493,The Market By Longo’s,43.686711,-79.399536,Supermarket
"Deer Park,Forest Hill SE,Rathnelly,South Hill,Summerhill West",43.68641229999999,-79.4000493,LCBO,43.686990631074885,-79.39923810519545,Liquor Store
"Deer Park,Forest Hill SE,Rathnelly,South Hill,Summerhill West",43.68641229999999,-79.4000493,Union Social Eatery,43.68789522205706,-79.39491559605742,American Restaurant
"Deer Park,Forest Hill SE,Rathnelly,South Hill,Summerhill West",43.68641229999999,-79.4000493,Daeco Sushi,43.68783769992881,-79.39565249242683,Sushi Restaurant
"Deer Park,Forest Hill SE,Rathnelly,South Hill,Summerhill West",43.68641229999999,-79.4000493,Mary Be Kitchen,43.687708,-79.395062,Restaurant
"Deer Park,Forest Hill SE,Rathnelly,South Hill,Summerhill West",43.68641229999999,-79.4000493,Starbucks,43.686756,-79.398292,Coffee Shop
"Deer Park,Forest Hill SE,Rathnelly,South Hill,Summerhill West",43.68641229999999,-79.4000493,Raiders E-Sports Centre,43.687682915990386,-79.39594439646025,Sports Bar
"Deer Park,Forest Hill SE,Rathnelly,South Hill,Summerhill West",43.68641229999999,-79.4000493,Tim Hortons,43.687682,-79.39684,Coffee Shop
"Deer Park,Forest Hill SE,Rathnelly,South Hill,Summerhill West",43.68641229999999,-79.4000493,Fionn MacCool's,43.68792137317272,-79.39478325313542,Pub
"Deer Park,Forest Hill SE,Rathnelly,South Hill,Summerhill West",43.68641229999999,-79.4000493,Popeyes Louisiana Kitchen,43.6893,-79.395302,Fried Chicken Joint
"Deer Park,Forest Hill SE,Rathnelly,South Hill,Summerhill West",43.68641229999999,-79.4000493,Scallywags,43.687981749962695,-79.39467568457059,Pub
